t,Ax,Ay,Az,wx,wy,wz,Bx,By,Bz,qw,qx,qy,qz,
279.415416,3.23,2.96,9.5,-22.63,27.44,-24,4.5,-9.06,-38,-0.71,-0.17,0.02,-0.69,
279.7354941,-4.25,-0.4,8.58,-19.69,83.25,-39.75,23.75,0.56,-29.75,-0.76,0.13,-0.17,-0.62,
280.0608907,-1.11,0.21,8.48,50.31,-166.94,5.81,18.38,2.88,-32.19,-0.81,-0.03,-0.04,-0.59,
280.3945756,2.38,3.65,9.04,-4.63,137.88,-44.44,1.5,-5.88,-39.75,-0.81,-0.16,-0.02,-0.56,
280.7117546,-5.29,0.32,8.29,-10.31,-30.31,-3.81,26.06,2.38,-26.69,-0.83,0.07,-0.23,-0.5,
281.0396945,0.61,1.46,8.35,6.44,-78,15.56,13.06,1.56,-33.38,-0.85,-0.11,0.02,-0.51,
281.3640885,0.81,1.27,9.32,-11.75,90.06,-6.94,7.75,0.06,-37.25,-0.84,-0.08,-0.01,-0.53,
281.6878302,-3.83,0.96,9.36,5.06,-25.13,18.38,22.56,3.06,-31.19,-0.83,0.04,-0.15,-0.53,
282.014354,0.82,1.39,7.82,16.94,-59.5,22.13,11.69,-2.88,-37.19,-0.81,-0.11,-0.01,-0.58,
282.3400872,0.4,2.68,10.94,-20.81,98.06,-4.25,9.5,-4.19,-38.19,-0.79,-0.07,-0.05,-0.61,
282.6663125,-4.2,-0.45,8.2,-12.31,-29.81,-9.88,26.56,3.5,-26.88,-0.79,0.11,-0.15,-0.59,
282.9916255,2.55,0.42,8.54,25.44,-105.81,3.25,8,2.06,-38.25,-0.79,-0.12,0.09,-0.6,
283.3167903,-0.36,2.06,11.07,1.13,206.56,-26.25,13.06,-2.25,-39.88,-0.79,-0.04,-0.08,-0.6,
283.6424229,-5.14,1.56,7.15,29.56,-96.94,47.25,32.25,-0.75,-23.25,-0.77,0.05,-0.25,-0.59,
283.9677465,4.06,2.92,7.46,-19,-79.75,40.63,1.69,-12.38,-36.56,-0.7,-0.27,0.05,-0.66,
284.2943692,-0.89,0.01,10.19,-55.75,199.44,-10.31,9.88,-4.5,-39.25,-0.71,0.01,-0.03,-0.7,
284.6198592,-3.98,-0.38,8.32,36.94,-100.81,20.13,29.38,2.5,-27.75,-0.71,0.14,-0.12,-0.68,
285.2712703,-2.6,1.85,9.04,-23.88,153,-48.44,22.38,-9.19,-31.69,-0.7,0,-0.18,-0.69,
285.5983999,-4.06,1.51,6.65,13.56,-148.81,37.75,28,-4.25,-25.06,-0.72,0.02,-0.17,-0.67,
285.9231665,4.95,1.56,8.65,-35.81,53.75,-2.5,-0.38,-7,-38.75,-0.7,-0.19,0.07,-0.69,
286.2489419,-5.3,-0.69,9.87,-3,83.25,-12.31,24.5,0.75,-30.56,-0.71,0.16,-0.16,-0.66,
286.5742087,-0.12,1.59,8.62,54.19,-159.88,29.44,17.5,-4.06,-32.38,-0.73,-0.07,-0.07,-0.68,
286.902163,-0.02,2.6,7.98,-9.31,80.25,3.5,9.06,-10.5,-34.75,-0.67,-0.13,-0.07,-0.72,
287.2260323,-2.85,1.31,9.94,-29.63,29.81,12.69,22.75,-7.5,-29,-0.64,0.06,-0.16,-0.75,
287.5536177,-0.45,1.38,9.15,-4.69,-117.06,38.44,16.38,-7.5,-32.75,-0.6,-0.06,-0.03,-0.8,
287.877167,2.37,-0.19,9.51,-7.25,130,14.38,6.56,-8.38,-38.25,-0.54,-0.07,0.02,-0.84,
288.2033896,-5.49,1.36,7.49,44.25,-39.69,41.75,28.06,-9.75,-25.38,-0.49,0.15,-0.17,-0.84,
288.5291269,2.69,3.54,7.42,4.44,-73.31,49.13,5.5,-24.19,-30.88,-0.38,-0.2,-0.12,-0.9,
288.8552537,-1.62,0.91,10.4,-59.31,165.56,-21.31,9.25,-19.75,-35.19,-0.37,0.06,-0.1,-0.92,
289.181361,-3.53,-0.15,9.39,17.75,-117.19,16.94,24.06,-11.75,-32.06,-0.37,0.14,-0.06,-0.92,
289.5081542,2.86,1.37,8.47,19.69,-5.06,-1.81,0.56,-18.06,-36.75,-0.33,-0.16,-0.03,-0.93,
289.8334303,-2.31,2.35,8.11,-3.06,112.25,-20.81,15.75,-20,-31.25,-0.34,0.08,-0.13,-0.93,
290.162643,-2.24,1.88,10.36,4.75,-95.56,35.13,21.38,-19.19,-30.06,-0.31,0.08,-0.13,-0.94,
290.4897909,1.59,1.24,8.11,-14.69,-10.94,13.06,1.38,-21.88,-36.75,-0.27,-0.12,-0.06,-0.95,
290.8169639,-1.72,-0.21,10.63,-16.88,112.75,1.13,8.69,-16.56,-37.19,-0.25,0.09,-0.05,-0.96,
291.1456461,-2.38,2.08,9.27,37.5,-100.19,7,18.38,-18.88,-31.38,-0.26,0.09,-0.1,-0.96,
291.4741812,1.79,1.96,8.49,-17.75,1.63,-10.25,0.56,-23.38,-34.19,-0.26,-0.12,-0.07,-0.96,
291.799123,-2.14,0.1,11.07,-10.06,90.75,-28.19,14,-19.25,-36.19,-0.31,0.09,-0.08,-0.94,
292.1242929,-1.65,1.04,8.18,16.94,-77.38,8.88,19.88,-18.06,-32.56,-0.33,0.07,-0.09,-0.94,
292.4518278,1.33,2.13,9.86,-0.75,8,-11.19,6.19,-21.06,-36.88,-0.33,-0.09,-0.07,-0.94,
292.7766304,-1.86,1.2,8.23,-11.75,57.13,-18.88,16.19,-20,-34.19,-0.36,0.07,-0.1,-0.92,
293.1022124,-1.73,0.97,10.57,0,-79.31,8.06,18.75,-16.25,-34.19,-0.38,0.04,-0.07,-0.92,
293.4272895,1.27,0.4,8.28,3.69,39.13,-5.38,8.38,-17,-38.88,-0.37,-0.05,-0.04,-0.93,
293.7545214,-3.02,1.82,9.87,13.44,-1.19,7.44,20.25,-18.5,-34.56,-0.37,0.08,-0.12,-0.92,
294.0787077,0.98,2.43,9.66,-3.19,-26.56,11.31,12.88,-21.88,-35,-0.34,-0.05,-0.1,-0.93,
294.4055381,-1.4,0.32,9.34,-27.13,46.75,-9.5,15.06,-19.19,-36.5,-0.34,0.05,-0.07,-0.94,
294.73067,-1.06,1.09,9.5,16.81,-64.5,9.06,17.56,-16.38,-36.5,-0.35,0.02,-0.06,-0.94,
295.0561106,0.78,1.78,8.89,6.81,46.38,-8.31,9,-20.75,-36.88,-0.34,-0.05,-0.08,-0.93,
295.3820331,-2.96,1.48,8.81,-3.19,8.31,-5.13,19.75,-19.25,-32.56,-0.36,0.09,-0.12,-0.92,
295.7081215,0.74,1.49,9.2,-2.81,-69.63,14.94,11.69,-19.69,-35.25,-0.35,-0.06,-0.07,-0.93,
296.033571,0.17,0.76,10.54,-14.25,75.81,-12.19,7.19,-17.5,-36.19,-0.35,-0.02,-0.05,-0.94,
296.3605502,-2.24,-0.06,8.69,7.56,-26.88,12.88,20.56,-14.5,-33,-0.36,0.11,-0.08,-0.93,
296.6855235,-0.28,3.02,10.53,24.13,-31.81,9.19,11.56,-18.56,-34.56,-0.34,-0.03,-0.1,-0.94,
297.0124021,0.46,0.85,7.17,-20.06,34.44,-6.81,7.75,-19.25,-33.38,-0.33,-0.04,-0.08,-0.94,
297.3376763,-2.93,0.94,10.83,-9.06,5.44,-3.5,16.69,-15.25,-31.75,-0.34,0.1,-0.08,-0.93,
297.6628716,0.24,1.32,10.21,15.38,-44.25,3.38,10.5,-16,-35.69,-0.33,-0.02,-0.06,-0.94,
297.9881272,-0.16,1.05,8.48,1.75,46.63,-4.88,8.56,-17.75,-33.75,-0.32,-0.01,-0.09,-0.94,
298.3155205,-2.4,2.02,8.98,-0.38,-21.63,3.81,16.38,-17.56,-30.69,-0.33,0.06,-0.11,-0.94,
298.6388142,0.87,0.93,9.68,-8.44,-12.63,9.25,9,-17.88,-34.56,-0.31,-0.04,-0.06,-0.95,
298.9659948,-1.42,1.04,10.98,-2.31,16.5,3.56,10.88,-15.69,-35.25,-0.3,0.03,-0.06,-0.95,
299.2904644,-0.99,1.08,8.88,12.06,6.19,8.13,11.56,-17.19,-33.75,-0.27,0.04,-0.08,-0.96,
299.617219,-0.25,1.75,7.65,-0.75,-19.19,18.38,9.75,-20.19,-33,-0.23,0,-0.1,-0.97,
299.9418564,-0.81,1.46,10.29,-14.44,17.69,9.56,6.75,-19.75,-33,-0.2,0.01,-0.07,-0.98,
300.2665217,-1.04,0.73,10.31,3.75,3.63,9.25,8.25,-17.88,-35,-0.17,0.05,-0.06,-0.98,
300.5915556,-1.07,1,9.25,6.75,-2.5,11.56,7.56,-20.25,-35,-0.13,0.04,-0.07,-0.99,
300.9176466,-0.63,1.88,9.12,2.5,5.88,9.75,4.88,-22.38,-32.19,-0.1,0.02,-0.09,-0.99,
301.2431118,-1.12,1.53,9.53,-8.88,-4.44,12.75,5.69,-22.38,-34.56,-0.07,0.04,-0.08,-0.99,
301.5722494,-0.41,0.6,8.5,-11.31,11,5.5,3.38,-21.38,-36.19,-0.04,0.04,-0.05,-1,
301.8944542,-1.2,0.84,10.89,13.44,-8.25,12,5.25,-19.88,-36.75,-0.01,0.06,-0.05,-1,
302.2226403,-0.26,1.92,8.93,10.31,-14.63,8.81,0.88,-24.25,-35.19,0.01,0.01,-0.1,-1,
302.5457747,-0.6,1.39,8.53,-13.69,48.31,-2.81,1.56,-25.75,-34.56,0.02,0.06,-0.09,-0.99,
302.8727446,-2.98,0.94,10.11,-6.44,-48.25,6.06,8.56,-22.88,-35.75,0.03,0.11,-0.05,-0.99,
303.1975131,2.13,0.94,9.6,12.44,-22.19,11.44,-5.75,-22.5,-38.06,0.06,-0.08,-0.07,-0.99,
303.5243034,-1.57,1.46,9.76,-0.31,97.19,-10.88,1,-25.06,-37.19,0.07,0.1,-0.07,-0.99,
303.8489504,-2.23,1.46,8.5,14.06,-75.69,29.13,8.69,-25.75,-33.75,0.07,0.11,-0.09,-0.99,
304.1746988,1.92,2.61,8.68,-22.19,21.94,1.38,-9.38,-28.06,-34.19,0.11,-0.06,-0.12,-0.99,
304.5014951,-2.91,-0.48,10.1,-16.06,16.88,-10.75,2.88,-22.5,-39.69,0.09,0.09,-0.02,-0.99,
304.8266578,0.2,0.07,9.97,34.5,-28.56,-2.81,-0.38,-23,-39.69,0.06,0.01,-0.05,-1,
305.1512175,-0.87,3.18,8.8,6.06,20.5,-15.56,-1.5,-28.88,-35.25,0.04,0.03,-0.13,-0.99,
305.4773536,-1.3,1.79,9.35,-19.63,8.13,-10.75,5.5,-28.19,-36.5,0.01,0.08,-0.1,-0.99,
305.8026543,-1.1,0.59,9.79,-10.31,-47.69,-4.56,5.06,-24.06,-38.5,-0.01,0.04,-0.05,-1,
306.1295524,0.32,-0.04,9.52,7.56,27.75,-9.94,-1.19,-23.69,-40.75,-0.03,-0.02,-0.04,-1,
306.4546697,-2.36,2.05,9.84,23.13,15.69,-5.81,8.06,-26.69,-37.69,-0.05,0.08,-0.09,-0.99,
306.7802808,0.17,2.52,8.01,-0.06,-25.63,4,4.38,-30,-35.75,-0.05,0.01,-0.13,-0.99,
307.1066558,-1.15,1.17,9.84,-35.19,28.38,-11.81,5.5,-27.38,-38.88,-0.07,0.04,-0.07,-0.99,
307.4317107,-1.01,-0.67,10.32,2.31,-36.63,-6.63,6.56,-21.19,-41.19,-0.09,0.03,-0.01,-1,
307.7565615,0.4,0.83,9.22,31.44,30.25,-5.88,2.5,-24.88,-41.06,-0.1,-0.01,-0.06,-0.99,
308.0837107,-1.98,3.08,8.33,14.25,8.69,-5.31,11.75,-29.69,-35,-0.12,0.08,-0.14,-0.98,
308.4089251,-0.46,2.4,8.65,-27.81,-39.81,7.75,8.75,-30.88,-36.5,-0.11,0.02,-0.12,-0.99,
308.7344401,0.19,0.12,10.08,-31.19,17.31,-0.44,2.5,-23.38,-40.69,-0.11,-0.01,-0.02,-0.99,
309.0620317,-1.46,-0.69,9.57,20.56,30.63,-1,10.25,-20.5,-43.06,-0.11,0.09,-0.01,-0.99,
309.3859153,-0.76,1.87,9.15,44.94,-54.25,8.5,9.56,-28.69,-38.38,-0.11,0.01,-0.12,-0.99,
309.7150733,0.03,3.84,8.5,-22,31.06,-20.81,2.88,-34.25,-34.5,-0.13,-0.04,-0.17,-0.98,
310.0390575,-2.85,0.33,9.31,-46.31,15.5,-21.19,16.25,-25,-38.75,-0.19,0.12,-0.06,-0.97,
310.3645227,0.97,-0.95,9.96,22.81,-57.94,-17.81,10.19,-18.69,-44.25,-0.23,-0.02,0,-0.97,
310.6920841,-0.95,1.18,8.93,36.13,54.88,-26,9.5,-24.56,-40.5,-0.27,0,-0.11,-0.96,
311.014641,-2.61,3.98,9.67,6.75,-18.75,-1.94,21,-29.69,-35,-0.31,0.05,-0.2,-0.93,
311.3420212,-0.04,1.75,8.64,-41.75,-33.94,-5.5,12,-27.5,-38.88,-0.32,-0.04,-0.11,-0.94,
311.6692388,-0.24,-0.75,9.87,-18.75,56.56,-11.56,12,-18.06,-43.19,-0.35,0.02,-0.03,-0.94,
311.9949892,-1.63,0.68,9.17,28.69,-22.94,-0.94,22,-17.38,-40.5,-0.37,0.08,-0.08,-0.92,
312.3211756,-0.54,2.01,9.24,23.38,-36.81,-2.94,16.06,-23.69,-41.19,-0.38,-0.04,-0.11,-0.92,
312.6491737,-0.08,2.29,9.6,-11.88,40.19,-18.19,12.75,-25.75,-40,-0.4,-0.05,-0.13,-0.91,
312.9750936,-1.94,1.08,9.84,-27.63,-13.88,-13.06,22.75,-19.5,-39.25,-0.43,0.06,-0.1,-0.9,
313.3014472,-0.27,0.21,8.94,6.19,-6,-5.31,17.56,-15.75,-43.19,-0.44,0.01,-0.04,-0.89,
313.6270382,-0.15,0.92,9.55,22.06,6.25,-5.94,17.56,-17.25,-42,-0.45,-0.02,-0.06,-0.89,
313.9544828,-1.28,2.51,9.88,2.13,10,-6.5,20.56,-20.69,-38.88,-0.47,0,-0.12,-0.88,
314.2807257,-0.8,1.38,9.47,-3.63,-24.81,-2.75,19.75,-19.5,-40.5,-0.48,-0.02,-0.1,-0.87,
314.6073256,-0.99,1.48,7.96,-15.25,50.94,-12.38,20.88,-17.25,-40.75,-0.49,0.03,-0.09,-0.86,
314.9322069,-1.07,0.44,9.78,15.38,-71.63,-2.06,23.06,-15.06,-40.5,-0.51,0.02,-0.07,-0.86,
315.2583191,0.84,2.16,9.83,-1.88,42.56,-19.25,13.5,-17.88,-42.75,-0.52,-0.07,-0.07,-0.85,
315.5846391,-3.02,0.71,9.23,-4.81,2.69,-13.81,28.19,-13.5,-37,-0.56,0.07,-0.12,-0.82,
315.910378,0.95,1.26,9.1,9.25,-49,-5.44,19.25,-13.88,-43.56,-0.58,-0.07,-0.04,-0.81,
316.236099,-0.29,1.46,9.98,-8.56,81.44,-27.88,19.69,-13.06,-42.88,-0.61,-0.02,-0.08,-0.79,
316.5613382,-2.88,1.55,8.89,10.19,-56.44,3.88,31.19,-9.06,-37.69,-0.63,0.04,-0.12,-0.76,
316.8862493,2.03,1.07,8.78,0.25,-33,-3,12.38,-12,-44.88,-0.64,-0.12,-0.01,-0.76,
317.2126539,-2.43,1.86,8.94,-12.81,90.06,-14.44,23.75,-9.06,-40.88,-0.65,0.03,-0.12,-0.75,
317.5375769,-1.28,1.01,9.4,9.88,-91.13,20.56,28.56,-10.5,-39,-0.63,0.02,-0.1,-0.77,
317.8635652,1.28,2.07,9.16,-5.56,31.94,0.88,12.69,-12.69,-44.5,-0.61,-0.1,-0.04,-0.78,
318.1898756,-2.14,0.71,8.66,-6.81,35.5,-3.81,27.5,-9.75,-38.56,-0.62,0.05,-0.11,-0.78,
318.5150788,-1.47,1.77,10.69,7.38,-70.06,8.56,25.56,-10.5,-40.69,-0.61,0,-0.08,-0.79,
318.8409908,1.77,0.47,8.09,-10.31,17.5,-1.19,11.38,-11.19,-45,-0.6,-0.09,-0.01,-0.8,
319.1665082,-2.69,0.96,8.85,9.69,66.5,-2.25,27.69,-9.38,-38.25,-0.6,0.08,-0.13,-0.79,
319.4930201,-2.01,2.85,10.77,13.25,-109.31,39.19,26.19,-15,-38.25,-0.57,-0.01,-0.13,-0.81,
319.8181803,1.78,0.96,7.07,-20.25,47.25,8.19,7.88,-16.75,-44.69,-0.53,-0.12,-0.03,-0.84,
320.1429684,-3.2,0.69,10.63,-11.56,44.81,1.56,26.5,-11.88,-37.56,-0.51,0.1,-0.1,-0.85,
320.4703369,-0.75,1.33,9.4,15.25,-80.56,29.5,22.38,-15.25,-40,-0.47,0,-0.07,-0.88,
320.7965972,0.73,1.31,8,3.69,50.63,4.56,11.69,-20.56,-42.25,-0.43,-0.07,-0.07,-0.9,
321.12024,-1.43,1.26,10.66,-1,30,14.94,22.38,-20.06,-39.19,-0.4,0.07,-0.13,-0.91,
321.4466941,-1.58,1.75,8.71,-0.5,-46.19,15,22,-22.25,-38,-0.37,0.04,-0.12,-0.92,
321.7753177,0.75,1.14,9.18,-11,3.06,10.25,11.19,-21.56,-42,-0.34,-0.05,-0.07,-0.94,
322.0982723,-2.03,0.61,9.53,-8.56,46.19,-0.31,19.75,-18.56,-40.75,-0.33,0.07,-0.07,-0.94,
322.4228642,0,1.16,9.65,15.75,-65.38,22.56,17.19,-21.19,-40.38,-0.31,0.01,-0.07,-0.95,
322.7481518,0.29,1.75,10.33,11.13,47.38,1.06,10.06,-25.25,-40.38,-0.26,-0.02,-0.1,-0.96,
323.0743146,-2.3,1.69,8.28,-6.25,-3.38,24.5,19.38,-26,-36.88,-0.23,0.09,-0.14,-0.96,
323.3999875,0.21,1.47,8.96,-15.06,-37.5,19.94,9,-26.25,-39.38,-0.19,-0.02,-0.09,-0.98,
323.7273395,-0.8,0.69,11.02,-11.75,64.69,6,7.5,-22.56,-41.25,-0.15,0.05,-0.05,-0.99,
324.0538108,-1.65,0.35,8.75,23,-39.94,24.19,14.5,-24,-40.19,-0.12,0.08,-0.07,-0.99,
324.3769848,-0.01,2.31,9.01,13.38,1.13,13.31,3.38,-29.56,-38.56,-0.07,-0.01,-0.13,-0.99,
324.7021167,-1.09,1.97,9.62,-18.69,58.38,-3.56,7.88,-28.88,-38.19,-0.05,0.07,-0.12,-0.99,
325.028497,-1.93,1.22,8.97,-15.19,-69.75,21.25,11.5,-25.88,-39,-0.03,0.08,-0.07,-0.99,
325.3548646,1.14,0.19,10.47,-2.25,22.19,18.31,-4.5,-23.69,-42.19,0.03,-0.04,-0.04,-1,
325.6795127,-1.85,0.33,8.37,34.69,27.75,10.06,4.75,-25.5,-41.25,0.06,0.1,-0.08,-0.99,
326.0049415,-0.73,4.09,10.22,9.81,-26.31,22.88,1.75,-33.69,-34.69,0.11,0.08,-0.17,-0.98,
326.3304825,-0.94,1.76,7.9,-50.38,5.31,8.25,-1.88,-31,-37,0.14,0.05,-0.1,-0.98,
326.6558881,-1.06,-1.64,11.64,-22.94,-8.75,9.5,-3,-17.56,-44.88,0.17,0.04,0.02,-0.98,
326.9823835,-0.02,0.07,8.95,41.19,-2.63,12.81,-7.06,-20,-42.88,0.2,0.01,-0.03,-0.98,
327.3068092,-0.68,2.96,9.05,34.44,20.88,3.38,-6.25,-29.5,-37.75,0.22,0.06,-0.14,-0.96,
327.6328468,-1.95,2.86,8.65,-20.88,16.31,4,-0.69,-32.06,-36.06,0.23,0.14,-0.14,-0.95,
327.9586856,-0.05,1.47,9.94,-41.5,-47.69,12.69,-6.25,-25.06,-39.25,0.27,0.05,-0.07,-0.96,
328.2848248,-1,-0.82,9.44,-6.06,0.06,28.25,-11.5,-16.88,-43.19,0.33,0,0,-0.95,
328.6102302,-0.61,0.92,8.82,39,41.56,20.69,-12.56,-18.69,-42.06,0.39,0.05,-0.05,-0.92,
328.9365458,-0.86,3.74,10.39,27.19,-3.94,44.31,-9.25,-25,-39.25,0.47,0.14,-0.13,-0.86,
329.2618072,-2.45,2.1,7.76,-40.63,37.56,15.88,-9,-22.69,-39.69,0.54,0.18,-0.07,-0.82,
329.5883675,-0.15,1.08,9.59,-34.25,-60.38,35.69,-15.56,-12.19,-42.06,0.62,0.03,-0.05,-0.79,
329.9150672,1.07,-0.9,10.38,-3.06,-0.69,28.25,-28.25,-2,-38.56,0.67,-0.08,-0.06,-0.74,
330.240979,-2.01,-0.15,9.69,44.81,106.13,28.94,-13.69,-0.69,-44.5,0.72,0.11,0.06,-0.68,
330.5657721,-3.77,2.28,7.9,20.88,-33.06,-15.44,-2.19,-12.19,-44.06,0.73,0.25,0.01,-0.64,
330.896847,0.02,2.65,8.98,-26.19,-67.69,-10.44,-14.5,-13.69,-41.69,0.71,0.13,-0.1,-0.69,
331.2200041,0.41,0.9,10.64,-40.19,-5.31,-23.13,-22.56,-7.75,-40.19,0.66,0,-0.08,-0.75,
331.543494,-0.46,-0.97,8.27,-7.31,36.75,-23.94,-18.75,-2.56,-42.5,0.62,0.01,0.03,-0.79,
331.8715196,-1.23,-0.09,10.15,41.75,9.94,-15.31,-8.69,-6.56,-45.38,0.56,0.09,0.05,-0.82,
332.1951077,-1.35,2.58,9.04,43,-40,-10.06,-10.19,-18.5,-40.5,0.51,0.12,-0.09,-0.85,
332.5206375,-0.13,2.69,8.82,-5.19,-27.38,-15.19,-18.56,-25.25,-34.69,0.46,0.06,-0.18,-0.87,
332.8468878,-0.64,2.28,9.36,-58.13,59.19,-39.81,-14.88,-22.75,-37.75,0.4,0.07,-0.08,-0.91,
333.1726742,-0.96,-1.2,9.83,-18.88,-35.44,-34.81,-4.06,-12.69,-44.06,0.32,0.07,0.07,-0.94,
333.4991953,0.02,-0.26,9.18,30.94,-14.19,-28.88,-9.25,-13.69,-40.88,0.24,-0.01,0.02,-0.97,
333.8248765,-1.25,1.29,8.73,49.25,23,-31.5,-4.5,-25.56,-39.25,0.16,0.05,-0.1,-0.98,
334.1509423,-1.34,3.82,9.73,10.88,-17,-22.31,2.06,-32.06,-34.69,0.08,0.08,-0.18,-0.98,
334.4763498,-0.54,2.85,8.57,-38.44,-19.75,-23.81,1.69,-31.38,-33.75,0,0.03,-0.14,-0.99,
334.8050356,-0.26,0.03,8.43,-51.25,-10.94,-27.56,3.19,-21.25,-41.69,-0.07,0.01,0.01,-1,
335.1310532,-0.77,-1.85,10.83,11.13,16.31,-21.94,7.69,-11.56,-44.38,-0.14,0.04,0.08,-0.99,
